Title,URL,Advertiser,Location,Listing Date,Short Description
Senior DevOps Engineer,https://www.seek.com.au/jobs/job/36451499?type=standout,Onset Group,Sydney,12d ago,Senior leadership required for the largest AWS project in Australia. Well respected &amp; instantly recognisable organisation.
DevOps Engineer,https://www.seek.com.au/jobs/job/36451117?type=standard,Paxus Australia Pty Ltd,Sydney,12d ago,Do you believe that DevOps is a way to work not just a job? Do you want to  to apply automation to every aspect possible of your work? Look within...
Services and Interaction Design Consultant,https://www.seek.com.au/jobs/job/36215202?type=standout,Accenture,Sydney,12d ago,"Unleash the power of digital to drive growth, create new sources of value and transform business."
"Software Engineer Big Data/Machine Learning, eCOM - Bangkok",https://www.seek.com.au/jobs/job/36443148?type=standard,Big Wednesday,Sydney,13d ago,This is a unique opportunity to join a highly successful online company that has gone from startup to star!
Software Engineer - Python/Django,https://www.seek.com.au/jobs/job/36330794?type=standard,Tardis Group,Sydney,27d ago,"Tech Startup looking for talented Developers/Engineers. Take ownership of your coding and work in a collaborative, flat structured environment."
DevOps Engineer,https://www.seek.com.au/jobs/job/36434071?type=standard,Dimension Data,Sydney,16d ago,"Bring a culture of automation first with what you do | Collaborative approach to working with dev &amp; ops teams. Chef, Ansible &amp; Octopus Deploy "
Software Engineer,https://www.seek.com.au/jobs/job/36428409?type=standard,Inview Consulting Pty Limited,Sydney,16d ago,"Bring your passion for Open Source to a team with a continuous improvement mindset, a global presence and a reputation for excellence in their field."
Automation DevOps Engineer - AWS | Ansible | Linux,https://www.seek.com.au/jobs/job/36416413?type=standard,Genesis IT&T P/L,Sydney,17d ago,"The Automation DevOps Engineer will be responsible for automation, highly available, fault-tolerant, secure and compliant platform in AWS."
Full Stack Developer,https://www.seek.com.au/jobs/job/36412485?type=standard,Genesis IT&T P/L,Sydney,18d ago,Excellent opportunity for career progression and a chance to grow your skills. Excellent start - up with heaps of exciting projects.
DevOps Engineer | Chef / Puppet / Ansible,https://www.seek.com.au/jobs/job/36407247?type=standard,CITI Recruitment,Sydney,18d ago,DevOps Engineer | Chef / Puppet / Ansible
Senior Ruby Software Engineer,https://www.seek.com.au/jobs/job/36402668?type=standard,One Stop Warehouse Pty Ltd,Sydney,18d ago,Senior Ruby on Rails Developer
Machine Learning Engineer,https://www.seek.com.au/jobs/job/36387760?type=standard,BHAG MANAGEMENT PTY LTD,Sydney,20d ago,A rare opportunity to join a well-funded start up in Sydney working on the latest AI &amp; ML software
Full Stack Developer,https://www.seek.com.au/jobs/job/36375307?type=standard,Polyglot Group,Sydney,23d ago,Looking for your next challenge within a fast-growing company? This opportunity as a Full Stack Developer is for you!
Lead Consultant-DevOps Consulting-LMT,https://www.seek.com.au/jobs/job/36370926?type=standard,Infosys limited,Sydney,23d ago,Work on a variety of critical client engagements with some of Australia's largest and most successful clients.
Full Stack Developer - Drupal or Symfony with React,https://www.seek.com.au/jobs/job/36370041?type=standard,Sirius Technology Sydney part of Sirius People Pty Ltd,Sydney,23d ago,"A Sydney (CBD) based software company are looking for a talented developer to join their expert team, work with Symfony, Drupal and React.JS "
PHP Developer - Mid Level,https://www.seek.com.au/jobs/job/36366134?type=standout,ACY Capital Pty Ltd,Sydney,24d ago,This unique role offers you the opportunity to be part of a new team of product designers and developers.
Front End Developer,https://www.seek.com.au/jobs/job/36359399?type=standout,GSG,Sydney,24d ago,BRISBANE Based - Technical Front End Developer - Design &amp; Deliver Leading Edge Web Applications
Senior DevOps Engineer,https://www.seek.com.au/jobs/job/36359174?type=standout,Onset Group,Sydney,24d ago,Join one of the largest AWS projects in the country with an instantly recognisable media organisation.
Technical Architect / Team Leader,https://www.seek.com.au/jobs/job/36353189?type=standard,Arup,Sydney,25d ago,We are looking for a Senior Developer / Technical Lead to lead our client facing project work in Sydney.
Senior Network Engineer,https://www.seek.com.au/jobs/job/36341611?type=standard,Freelancer International P/L,Sydney,26d ago,Join us in redefining the way people work.
Senior Scala Engineers,https://www.seek.com.au/jobs/job/36326110?type=standout,Sandstone Technology,Sydney,27d ago,Scala developer to join our technology team in developing a new machine learning based platform
Senior Test Automation Engineer (ServiceNow & Selenium),https://www.seek.com.au/jobs/job/36322107?type=standout,Sysintegra Pty Ltd,Sydney,30d ago,"We are looking for a senior Test Automation Engineer, who has experience in ServiceNow platform."
Senior DevOps Engineer,https://www.seek.com.au/jobs/job/36319451?type=standout,2XM Technology Pty Ltd,Sydney,30d ago,Work for one of the worlds largest media agencies in and exciting newly created Senior DevOps role
DevOps Engineer – Consultant,https://www.seek.com.au/jobs/job/36315579?type=standard,Avanade Australia Pty Ltd,Sydney,30d ago,We are looking to strengthen our DevOps and Agile Coaching Practice by recruiting for a highly experienced DevOps Engineer with cloud experience.
