Title,URL,Advertiser,Location,Listing Date,Short Description
IKEA Food Co-worker,https://www.seek.com.au/jobs/job/36539948?type=standard,IKEA -Tempe,Sydney,1d ago,"Are you passionate about all things food? If yes, apply now for an opportunity to join a fast-paced and challenging food environment!"
Digital marketing superstar,https://www.seek.com.au/jobs/job/36542161?type=standout,Alphawhale,Melbourne,17h ago,Help to create and execute content and channel strategies for our clients. Have fun and bring your unique superpowers to our team. Never stop learning
Cleaner,https://www.seek.com.au/jobs/job/36541578?type=standard,Evolve cleaning,Sydney,1d ago,"Commercial Cleaners to clean office block, 3-4 hours a day."
Contracts Administrator Part Time,https://www.seek.com.au/jobs/job/36539741?type=standard,Peninsula Personnel,Sydney,1d ago,Global organisation with attractive renumeration is seeking a contracts administrator
Fitness Instructors,https://www.seek.com.au/jobs/job/36542393?type=standard,Healthy Active Lifestyles,Northern QLD,14h ago,Looking for qualified Cert. 3 Fitness Instructors who want to join a dynamic healthy active lifestyle business.
Part-time Marketing & Social Media Coordinator (16+ hrs per week),https://www.seek.com.au/jobs/job/36540423?type=standout,Microhouse Australia Ltd,Brisbane,1d ago,"We are looking for someone to propel us forward and produce and manage quality content for our website, social media and other marketing initiatives."
Birthday Party Coordinator,https://www.seek.com.au/jobs/job/36541444?type=standard,Bricks 4 Kidz Whitehorse,Melbourne,1d ago,"Birthday Party, LEGO Classes and Events Manager"
Heavy Haulage Pilot Driver,https://www.seek.com.au/jobs/job/36538997?type=standout,Doolan's Heavy Haulage,Perth,1d ago,Our Perth branch are currently seeking 2 x experienced and accredited Pilot Drivers to be employed on a permanent part time basis.
MAINTENANCE & LANDSCAPING SERVICES - Certificate 2 Health Support Traineeship,https://www.seek.com.au/jobs/job/36540318?type=standard,Response Staffing,Brisbane,1d ago,Get paid to work and study. Gain your qualification plus hands-on experience. Find employment stability and career opportunities in a growing sector.
"Community Development Worker, The Hub Neighbourhood Centre.",https://www.seek.com.au/jobs/job/36541497?type=standout,South West Brisbane Community Legal Centre Inc.,Brisbane,1d ago,"Community development worker position, responsible for the coordination of programs and activities in a busy neighbourhood centre."
CLEANING & HOME SERVICES - Certificate 2 Health Support Traineeship,https://www.seek.com.au/jobs/job/36540323?type=standard,Response Staffing,Brisbane,1d ago,Get paid to work and study. Gain your qualification plus hands-on experience. Find employment stability and career opportunities in a growing sector.
Financial Planning Assistant,https://www.seek.com.au/jobs/job/36541118?type=standout,Premiere Advisory,Sydney,1d ago,Searching for Financial Planning Assistant to join our growing financial planning business. Flexible hours and immediate start for the right candidate
HOYTS Eastgardens Duty Manager,https://www.seek.com.au/jobs/job/36539438?type=standard,The Hoyts Group,Sydney,1d ago,Want to be a part of reinventing the future of cinema? We're looking for a manager who is just as passionate about movies as us.
Nail technician,https://www.seek.com.au/jobs/job/36541102?type=standard,wangara nail spa,Perth,1d ago,Nail technician wanted in a buisy salon in wangara part time. Immediate start must know how to do acrylic sns and gel.
Optical Assistant,https://www.seek.com.au/jobs/job/36495262?type=promoted,Specsavers Optometrists Busselton,Bunbury & South West,"",We are seeking a motivated individual with retail experience to join our team in Manjimup.
Admin - Accounts Officer,https://www.seek.com.au/jobs/job/36464632?type=promoted,ACT,Administration & Office Support,"",This multi-faceted role will see you work within a small office environment working closely with a small and passionate team
Kiosk Sales Representatives – Iconic Australian Brand!,https://www.seek.com.au/jobs/job/36540076?type=standout,Chameleon Customer Contact Pty Ltd,Melbourne,1d ago,We are recruiting for 6+ Kiosk Sales Reps to represent a well-known and respected brand within the Australian Market!
Personal Trainer/Admin Assistant,https://www.seek.com.au/jobs/job/36542297?type=standout,"Snap Fitness, Buderim",Sunshine Coast,15h ago,"Snap Fitness, Buderim are looking for vibrant Personal Trainers/admin assistant to join our friendly team"
Store Team Member – Vehicle Driver Trolley Collection - Coles Casuarina,https://www.seek.com.au/jobs/job/36538828?type=standard,Coles,Darwin,1d ago,"Love everything spick and span? Ensure our trolley bays are always full, ready to go for every customer by recovering trolleys from the local area."
Care Assistants,https://www.seek.com.au/jobs/job/36540947?type=standard,Eldercare,Yorke Peninsula & Clare Valley,1d ago,Are you a Care Assistant passionate about working in aged care on the Yorke Peninsula? Permanent and Casual positions available.
Supported Living Facilitator,https://www.seek.com.au/jobs/job/36541350?type=standard,UnitingCare Community,Brisbane,1d ago,We are currently seeking driven individuals to join our supported living team.
Care Worker - Wilson,https://www.seek.com.au/jobs/job/36540910?type=standard,Catholic Homes,Perth,1d ago,This position will provide holistic care needs and personal care to the residents in Dementia specific area at Castledare Village
Home Care Worker | Tweed Heads,https://www.seek.com.au/jobs/job/36539445?type=standout,Australian Unity,Lismore & Far North Coast,1d ago,Have you recently completed a certificate in age care or disability? Cared for a loved one? If so please apply to become a care worker in your area!
Aged Care Support Worker - Queanbeyan,https://www.seek.com.au/jobs/job/36538834?type=standout,integratedliving Australia Limited,Southern Highlands & Tablelands,1d ago,Be a part of our “embracing life” culture to support and empower our elderly and disabled customers to stay in their own homes.
Disability Support Worker,https://www.seek.com.au/jobs/job/36538689?type=standout,Minda Incorporated,Adelaide,1d ago,As a Disability Support Worker at Minda you will support customers in all areas of their everyday life.
Department Manager | Service,https://www.seek.com.au/jobs/job/36539873?type=standard,Officeworks Ltd,Perth,1d ago,Real opportunity to make a difference! An exciting opportunity to join our Joondalup &amp; Osbourne Park stores for PART TIME weekend &amp; Day roster.
Hospital Assistant,https://www.seek.com.au/jobs/job/36538696?type=standard,HealthShare NSW,Wagga Wagga & Riverina,1d ago,This position is Permanent Part Time and classified as Hospital Assistant - Grade 2.
Program Manager,https://www.seek.com.au/jobs/job/36542531?type=standard,Mood Active Association,Sydney,11h ago,Seeking an Exercise physiologist who is enthusiastic about helping individuals diagnosed with depression and anxiety to improve their mental health.
Dental Assistant,https://www.seek.com.au/jobs/job/36541923?type=standard,Brisbane,Northern Suburbs,19h ago,"Experienced Dental Assistant to work 3-4 days, small team, consistent hours, above award pay for right candidate"
Wellness Clinic Administrator,https://www.seek.com.au/jobs/job/36542510?type=standard,Rener Health Clinics,Perth,12h ago,"Calling admin Superstars! Do you provide exceptional client service, have initiative, can multitask in a busy environment? Admin experience essential."
Hospital Assistant,https://www.seek.com.au/jobs/job/36538697?type=standard,HealthShare NSW,Wagga Wagga & Riverina,1d ago,This position is Permanent Part Time and classified as Hospital Assistant - Grade 2.
Social Welfare Officer,https://www.seek.com.au/jobs/job/36540013?type=standard,MSWA,Bunbury & South West,1d ago,Provide Social Welfare intervention to people living with a neurological condition and their family.
Disability Support Worker - Expression of Interest,https://www.seek.com.au/jobs/job/36538867?type=standard,Samaritans Foundation,"Newcastle, Maitland & Hunter",1d ago,Are you looking for a role where you can make a real difference? Wanting to work for a organisation that gives back to the community? Come &amp; join us!
HR Manager,https://www.seek.com.au/jobs/job/36541640?type=standout,Gosford & Central Coast,"Manufacturing, Transport & Logistics",21h ago,"As part of the Leadership team, the role is pivotal in advancing the culture within the business. The role will include development of HR &amp; S systems"
Retail Sales Consultant - Northland,https://www.seek.com.au/jobs/job/36541058?type=standard,RACV,Melbourne,1d ago,"Come and join the team at RACV, enjoy great staff benefits!"
Retail Sales Consultant - Geelong,https://www.seek.com.au/jobs/job/36541045?type=standard,RACV,South West Coast VIC,1d ago,A fantastic opportunity to work close to home in the heart of Geelong!
Experienced Medical Receptionist – Wollongong NSW,https://www.seek.com.au/jobs/job/36493563?type=promoted,Southern Ophthalmology,"Wollongong, Illawarra & South Coast","","We are seeking an experienced medical receptionist to join our busy Ophthalmology Practice, on a Permanent Part Time basis - Three to Four days a week"
Receptionist,https://www.seek.com.au/jobs/job/36413526?type=promoted,Vector Health,Rockhampton & Capricorn Coast,"",Our Front Desk team are the first and last impression of most of our clients. Be part of that team making a difference everyday.
Bookkeeper / Accounts Manager MYOB - online digital retail,https://www.seek.com.au/jobs/job/36382420?type=standard,Living Elements,Melbourne,18h ago,* 1-2 days per week * First class office environment with loads of natural light * Small and friendly team * End to end accounts management
Tele-Marketing Sales,https://www.seek.com.au/jobs/job/36541033?type=standard,Labourforce,Perth,1d ago,We are looking for an experienced Resourcer to join our team in a Tele - Sales/Resourcer /Admin Support role.  Essentially this role involves:   Te...
Dental Assistant And Clinical Coordinator,https://www.seek.com.au/jobs/job/36542695?type=standout,ASHTON AVENUE DENTAL PRACTICE,Perth,7h ago,"Chair side assistance including surgical procedures and implants, sterilization, stock taking, receiving and making phone calls , receving payments."
Graphic Designer - P/T,https://www.seek.com.au/jobs/job/36539521?type=standard,Fenton & Fenton,Melbourne,1d ago,"Do you love incredible furniture, homewares and interior design? We’re on the hunt for the best Designer out there to be part or our digital team!"
Jewish Education Coordinator,https://www.seek.com.au/jobs/job/36542298?type=standout,Ruth Landau Harp,Perth,15h ago,Qualified and experienced Jewish Education Coordinator and Teacher required to join our team of exceptional educators.
Project Manager,https://www.seek.com.au/jobs/job/36538559?type=standard,Keech Marketing,Sydney,1d ago,An exciting opportunity for an experienced Project Manager to provide client management and implementation for activations and events.
Oral Health Therapist,https://www.seek.com.au/jobs/job/36542230?type=standout,Grange Dental Clinic,Adelaide,16h ago,A part time position for an Oral Health Therapist has become available at Grange Dental Clinic. Days include: Monday and Saturday mornings.
Bookkeeper/Accounts Clerk,https://www.seek.com.au/jobs/job/36434795?type=standout,Sydney,Parramatta & Western Suburbs,8h ago,Bookkeeper / Accounts Clerk
Storesperson - Part Time,https://www.seek.com.au/jobs/job/36540763?type=standard,Iron Mine Services,Perth,1d ago,We are currently seeking experienced Storesperson on a part time basis (15-20hrs) located at our Kewdale distribution
Laboratory technician,https://www.seek.com.au/jobs/job/36541808?type=standard,South West Coast VIC,Education & Training,20h ago,Laboratory technician required
Dental Assistant,https://www.seek.com.au/jobs/job/36542210?type=standout,Roselawn Dental,Perth,16h ago,"We require an experienced Dental Nurse to join our wonderful team. Tuesdays and Thursdays. Applications need the word ""Orange Teeth"" at the top."
Part Time Executive Officer,https://www.seek.com.au/jobs/job/36541399?type=standout,Australian Nut Industry Council,Melbourne,1d ago,"Outstanding opportunity for a leadership role with a progressive, dynamic agricultural industry sector."
Social Media Coordinator,https://www.seek.com.au/jobs/job/36541117?type=standard,Angel Maternity,Sydney,1d ago,Social Media Coordinator
Bookkeeper (Part-time),https://www.seek.com.au/jobs/job/36540846?type=standard,DMS Destination Marketing Services,Sydney,1d ago,"We are seeking a part-time, detail-oriented and highly organised accounting professional, with previous experience in a similar role."
Lead Educator,https://www.seek.com.au/jobs/job/36541735?type=standard,Shorncliffe OSHC,Brisbane,20h ago,"Permanent Part Time Position for a Fun, Qualified, Experienced Lead Educator"
Educators/Teachers - Mackay,https://www.seek.com.au/jobs/job/36542560?type=standard,Snugglepot Kindyland,Mackay & Coalfields,11h ago,We are currently looking for Diploma or Bachelor qualified educators who understand the EYLF and have a passion and motivation for early childhood.
PHARMACY RETAIL MANAGER,https://www.seek.com.au/jobs/job/36541827?type=standard,Cairns & Far North,Healthcare & Medical,20h ago,Part time. Competitive hourly rate. A great opportunity to join a busy small pharmacy.
Cook / Chef,https://www.seek.com.au/jobs/job/36541354?type=standout,BlueCross Community & Residential Services,Melbourne,1d ago,BlueCross Livingstone Gardens is seeking a permanent part-time Chef/Cook to join the team!
Office Manager & Support Accountant,https://www.seek.com.au/jobs/job/36541225?type=standard,Perth,"CBD, Inner & Western Suburbs",1d ago,Recruiting an experienced Office Manager and Support Accountant with a minimum 5 years experience. Permanent part time 0.7 FTE 5 days per week.
AFTER HOURS YOUTH SERVICES TEAM LEADER - Tangentyere Council,https://www.seek.com.au/jobs/job/36541776?type=standard,Alice Springs & Central Australia,Community Services & Development,20h ago,Tangentyere Council are seeking an After Hours Youth Services Team Leader to join their team in Alice Springs.
Bookkeeper/High Level Administrator NDIS,https://www.seek.com.au/jobs/job/36487228?type=promoted,PATHWAYS TO CARE,"Bendigo, Goldfields & Macedon Ranges","",This is an all-rounder position and requires you to demonstrate a high-level of competency in bookkeeping and administration duties
Part-time Marketing & Social Media Coordinator (16+ hrs per week),https://www.seek.com.au/jobs/job/36540423?type=promoted,Microhouse Australia Ltd,Brisbane,"","We are looking for someone to propel us forward and produce and manage quality content for our website, social media and other marketing initiatives."
Accounts Receivable Officer,https://www.seek.com.au/jobs/job/36539494?type=standout,McGregor Coxall,Sydney,1d ago,"We're seeking an enthusiastic AR Officer, who aspires for working life balance, to perform in a dynamic studio amongst creative professionals."
Psychologist,https://www.seek.com.au/jobs/job/36539745?type=standard,ManpowerGroup,Cairns & Far North,1d ago,"• Defence Force Recruiting – Cairns
• Take a step into the rest of your Career!
• Permanent part time 2 days a week Mon &amp; Tues"
Accountant,https://www.seek.com.au/jobs/job/36540433?type=standout,Moore Stephens SA,Adelaide,1d ago,Well established commercial landscaping business seeks experienced accountant to manage the financial affairs of growing company.
Disability Support Workers - Casual ongoing & Part time,https://www.seek.com.au/jobs/job/36538794?type=standard,AQA Victoria,Melbourne,1d ago,"Seeking talented Support Workers to support to our valued client's living with a disability, injury or illness in their home and your local community."
Child Psychologist,https://www.seek.com.au/jobs/job/36542716?type=standout,Quirky Kid Clinic,Sydney,6h ago,Unique opportunity to join a team of leading child psychologists in Sydney or Wollongong
